"TIME","GEO","UNIT","ICHA11_HC","Value","Flag and Footnotes"
"2006","France","Million euro","All other outpatient curative care n.e.c.","0",""
"2006","France","Million euro","Home-based curative and rehabilitative care","5,907.7",""
"2006","France","Million euro","Home-based curative care","0",""
"2006","France","Million euro","Rehabilitative care","0",""
"2006","France","Million euro","Inpatient rehabilitative care",":",""
"2006","France","Million euro","Day rehabilitative care",":",""
"2006","France","Million euro","Outpatient rehabilitative care","0",""
"2006","France","Million euro","Home-based rehabilitative care","0",""
"2006","France","Million euro","Long-term care (health)","17,789.09",""
"2006","France","Million euro","Inpatient long-term care (health)","12,406.94",""
"2006","France","Million euro","Day long-term care (health)","0",""
"2006","France","Million euro","Outpatient long-term care (health)","0",""
"2006","France","Million euro","Home-based long-term care (health)","5,382.16",""
"2006","France","Million euro","Ancillary services (non-specified by function)","10,498.79",""
"2006","France","Million euro","Laboratory services","4,306.68",""
"2006","France","Million euro","Imaging services","3,077.86",""
"2006","France","Million euro","Patient transportation","3,114.26",""
"2006","France","Million euro","Medical goods (non-specified by function)","40,646.68",""
"2006","France","Million euro","Pharmaceuticals and other medical non-durable goods","32,302.97",""
"2006","France","Million euro","Prescribed medicines","27,880.01",""
"2006","France","Million euro","Over-the-counter medicines","3,218.86",""
"2006","France","Million euro","Other medical non-durable goods","1,204.11",""
"2006","France","Million euro","Therapeutic appliances and other medical durable goods","8,343.71",""
"2006","France","Million euro","Preventive care","3,968.76",""
"2006","France","Million euro","Information, education and counseling programmes","968.69",""
"2006","France","Million euro","Immunisation programmes","102.35",""
"2006","France","Million euro","Early disease detection programmes","342.35",""
"2006","France","Million euro","Healthy condition monitoring programmes","2,101.73",""
"2006","France","Million euro","Epidemiological surveillance and risk and disease control programmes","421.61",""
"2006","France","Million euro","Preparing for disaster and emergency response programmes","32.02",""
"2006","France","Million euro","Governance and health system and financing administration","11,305.34",""
"2006","France","Million euro","Governance and health system administration","652.02",""
"2006","France","Million euro","Administration of health financing","10,653.32",""
"2006","France","Million euro","Other health care services unknown","0",""
"2006","France","Million euro","Long-term care (social)","9,360.38",""
"2006","Croatia","Million euro","Current health care expenditure (CHE)",":",""
"2006","Croatia","Million euro","Curative care and rehabilitative care",":",""
"2006","Croatia","Million euro","Curative care",":",""
"2006","Croatia","Million euro","Inpatient curative and rehabilitative care",":",""
"2006","Croatia","Million euro","Inpatient curative care",":",""
"2006","Croatia","Million euro","Day curative and rehabilitative care",":",""
"2006","Croatia","Million euro","Day curative care",":",""
"2006","Croatia","Million euro","Outpatient curative and rehabilitative care",":",""
"2006","Croatia","Million euro","Outpatient curative care",":",""
"2006","Croatia","Million euro","General outpatient curative care",":",""
"2006","Croatia","Million euro","Dental outpatient curative care",":",""
"2006","Croatia","Million euro","Specialised outpatient curative care",":",""
"2006","Croatia","Million euro","All other outpatient curative care n.e.c.",":",""
"2006","Croatia","Million euro","Home-based curative and rehabilitative care",":",""
"2006","Croatia","Million euro","Home-based curative care",":",""
"2006","Croatia","Million euro","Rehabilitative care",":",""
"2006","Croatia","Million euro","Inpatient rehabilitative care",":",""
"2006","Croatia","Million euro","Day rehabilitative care",":",""
"2006","Croatia","Million euro","Outpatient rehabilitative care",":",""
"2006","Croatia","Million euro","Home-based rehabilitative care",":",""
"2006","Croatia","Million euro","Long-term care (health)",":",""
"2006","Croatia","Million euro","Inpatient long-term care (health)",":",""
"2006","Croatia","Million euro","Day long-term care (health)",":",""
"2006","Croatia","Million euro","Outpatient long-term care (health)",":",""
"2006","Croatia","Million euro","Home-based long-term care (health)",":",""
"2006","Croatia","Million euro","Ancillary services (non-specified by function)",":",""
"2006","Croatia","Million euro","Laboratory services",":",""
"2006","Croatia","Million euro","Imaging services",":",""
"2006","Croatia","Million euro","Patient transportation",":",""
"2006","Croatia","Million euro","Medical goods (non-specified by function)",":",""
"2006","Croatia","Million euro","Pharmaceuticals and other medical non-durable goods",":",""
"2006","Croatia","Million euro","Prescribed medicines",":",""
"2006","Croatia","Million euro","Over-the-counter medicines",":",""
"2006","Croatia","Million euro","Other medical non-durable goods",":",""
"2006","Croatia","Million euro","Therapeutic appliances and other medical durable goods",":",""
"2006","Croatia","Million euro","Preventive care",":",""
"2006","Croatia","Million euro","Information, education and counseling programmes",":",""
"2006","Croatia","Million euro","Immunisation programmes",":",""
"2006","Croatia","Million euro","Early disease detection programmes",":",""
"2006","Croatia","Million euro","Healthy condition monitoring programmes",":",""
"2006","Croatia","Million euro","Epidemiological surveillance and risk and disease control programmes",":",""
"2006","Croatia","Million euro","Preparing for disaster and emergency response programmes",":",""
"2006","Croatia","Million euro","Governance and health system and financing administration",":",""
"2006","Croatia","Million euro","Governance and health system administration",":",""
"2006","Croatia","Million euro","Administration of health financing",":",""
"2006","Croatia","Million euro","Other health care services unknown",":",""
"2006","Croatia","Million euro","Long-term care (social)",":",""
"2006","Italy","Million euro","Current health care expenditure (CHE)",":",""
"2006","Italy","Million euro","Curative care and rehabilitative care",":",""
"2006","Italy","Million euro","Curative care",":",""
"2006","Italy","Million euro","Inpatient curative and rehabilitative care",":",""
"2006","Italy","Million euro","Inpatient curative care",":",""
"2006","Italy","Million euro","Day curative and rehabilitative care",":",""
"2006","Italy","Million euro","Day curative care",":",""
"2006","Italy","Million euro","Outpatient curative and rehabilitative care",":",""
"2006","Italy","Million euro","Outpatient curative care",":",""
"2006","Italy","Million euro","General outpatient curative care",":",""
"2006","Italy","Million euro","Dental outpatient curative care",":",""
"2006","Italy","Million euro","Specialised outpatient curative care",":",""
"2006","Italy","Million euro","All other outpatient curative care n.e.c.",":",""
"2006","Italy","Million euro","Home-based curative and rehabilitative care",":",""
"2006","Italy","Million euro","Home-based curative care",":",""
"2006","Italy","Million euro","Rehabilitative care",":",""
"2006","Italy","Million euro","Inpatient rehabilitative care",":",""
"2006","Italy","Million euro","Day rehabilitative care",":",""
"2006","Italy","Million euro","Outpatient rehabilitative care",":",""
"2006","Italy","Million euro","Home-based rehabilitative care",":",""
"2006","Italy","Million euro","Long-term care (health)",":",""
"2006","Italy","Million euro","Inpatient long-term care (health)",":",""
"2006","Italy","Million euro","Day long-term care (health)",":",""
"2006","Italy","Million euro","Outpatient long-term care (health)",":",""
"2006","Italy","Million euro","Home-based long-term care (health)",":",""
"2006","Italy","Million euro","Ancillary services (non-specified by function)",":",""
"2006","Italy","Million euro","Laboratory services",":",""
"2006","Italy","Million euro","Imaging services",":",""
"2006","Italy","Million euro","Patient transportation",":",""
"2006","Italy","Million euro","Medical goods (non-specified by function)",":",""
"2006","Italy","Million euro","Pharmaceuticals and other medical non-durable goods",":",""
"2006","Italy","Million euro","Prescribed medicines",":",""
"2006","Italy","Million euro","Over-the-counter medicines",":",""
"2006","Italy","Million euro","Other medical non-durable goods",":",""
"2006","Italy","Million euro","Therapeutic appliances and other medical durable goods",":",""
"2006","Italy","Million euro","Preventive care",":",""
"2006","Italy","Million euro","Information, education and counseling programmes",":",""
"2006","Italy","Million euro","Immunisation programmes",":",""
"2006","Italy","Million euro","Early disease detection programmes",":",""
"2006","Italy","Million euro","Healthy condition monitoring programmes",":",""
"2006","Italy","Million euro","Epidemiological surveillance and risk and disease control programmes",":",""
"2006","Italy","Million euro","Preparing for disaster and emergency response programmes",":",""
